timestamp,experiment_id,service,scenario,replica_count,load_users,cpu_cores_value,mem_bytes_value,net_rx_bytes_value,net_tx_bytes_value,pod_restarts_value,replica_count_value,node_cpu_util_value,node_mem_util_value,network_activity_rate_value,processing_intensity_value,service_stability_value,resource_pressure_value
t_0,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008300170393295555,39706624.0,0.8300170393295555,3970662.4000000004,0.0,1.0,6.9703703703699205,67.11941481167368,0.0,0.0008300170393295555,1.0,0.7154469430187735
t_1,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008536734803561519,42139648.0,0.8536734803561519,4213964.8,0.0,2.0,6.906944444444889,67.08350648211568,2.3656441026596365e-05,0.0008536734803561519,1.0,0.7481152221964082
t_2,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008511052646040555,41787392.0,0.8511052646040554,4178739.2,0.0,2.0,6.81643518518554,66.81510608699911,-2.5682157520964116e-06,0.0008511052646040555,1.0,0.7437373089295798
t_3,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008372473596598959,42409984.0,0.8372473596598959,4240998.4,0.0,2.0,6.877777777778007,65.61004053867993,-1.3857904944159579e-05,0.0008372473596598959,1.0,0.7439203332377906
t_4,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008278334020128668,42426368.0,0.8278334020128668,4242636.8,0.0,2.0,6.597222222222555,66.3182867353831,-9.413957647029059e-06,0.0008278334020128668,1.0,0.740209102278503
t_5,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008153549982338401,42942464.0,0.8153549982338402,4294246.4,0.0,2.0,6.523842592592629,67.36045290973667,-1.2478403779026719e-05,0.0008153549982338401,1.0,0.7399538985523137
t_6,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.000832835656437663,42405888.0,0.832835656437663,4240588.8,0.0,2.0,6.578703703703965,66.34022654982425,1.7480658203822882e-05,0.000832835656437663,1.0,0.742070042863219
t_7,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008467626031500985,42848256.0,0.8467626031500984,4284825.600000001,0.0,2.0,6.519444444443749,66.20204070260382,1.3926946712435485e-05,0.0008467626031500985,1.0,0.7519625145613904
t_8,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008250574357241215,43188224.0,0.8250574357241215,4318822.4,0.0,2.0,6.58935185185193,65.86287316113494,-2.1705167425976955e-05,0.0008250574357241215,1.0,0.746256735765446
t_9,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008251558118071324,43593728.0,0.8251558118071324,4359372.8,0.0,2.0,6.629398148148468,67.83370820096769,9.837608301089575e-08,0.0008251558118071324,1.0,0.7501227768969347
t_10,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.000804372221045946,43286528.0,0.804372221045946,4328652.8,0.0,2.0,6.6476851851853525,66.20301525017011,-2.078359076118641e-05,0.000804372221045946,1.0,0.7386898674105424
t_11,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0007976991339824732,43720704.0,0.7976991339824733,4372070.4,0.0,2.0,6.546064814814329,66.41686596997343,-6.6730870634727595e-06,0.0007976991339824732,1.0,0.7400457355065008
t_12,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0007967646595897242,44142592.0,0.7967646595897242,4414259.2,0.0,2.0,6.461805555555756,66.23075237321075,-9.344743927490028e-07,0.0007967646595897242,1.0,0.7436422123523232
t_13,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0007798980516135904,43868160.0,0.7798980516135904,4386816.0,0.0,2.0,6.517824074074227,67.43009557812786,-1.6866607976133885e-05,0.0007798980516135904,1.0,0.7341269383967883
t_14,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0007560525362194983,44232704.0,0.7560525362194983,4423270.4,0.0,2.0,6.602777777777561,65.86414756949087,-2.3845515394092082e-05,0.0007560525362194983,1.0,0.7277740918184279
t_15,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0007255074723546525,44605440.0,0.7255074723546525,4460544.0,0.0,2.0,6.501157407407547,65.72980993573734,-3.05450638648458e-05,0.0007255074723546525,1.0,0.7187473893526074
t_16,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0007445293203452381,44969984.0,0.7445293203452381,4496998.4,0.0,2.0,6.531944444444278,65.39786404161867,1.9021847990585662e-05,0.0007445293203452381,1.0,0.7299978466017921
t_17,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0007200206289084783,44728320.0,0.7200206289084783,4472832.0,0.0,2.0,6.576157407407322,67.10914457962892,-2.450869143675986e-05,0.0007200206289084783,1.0,0.7176535258757222
t_18,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0007203234055252968,45150208.0,0.7203234055252967,4515020.8,0.0,2.0,6.521759259260051,66.11525599240552,3.027766168184733e-07,0.0007203234055252968,1.0,0.7217580746838184
t_19,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0007278462967870055,45551616.0,0.7278462967870055,4555161.600000001,0.0,2.0,6.382407407407101,66.20034149146258,7.52289126170879e-06,0.0007278462967870055,1.0,0.7286343191177325
t_20,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008562943493597219,45273088.0,0.8562943493597219,4527308.8,0.0,2.0,6.5041666666669045,66.16455810390026,0.00012844805257271634,0.0008562943493597219,1.0,0.7787532610495151
t_21,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.00086408128326324,45477888.0,0.86408128326324,4547788.8,0.0,2.0,6.6349537037038,68.31458495393514,7.786933903518073e-06,0.00086408128326324,1.0,0.7838830760842267
t_22,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008572355932024975,46010368.0,0.8572355932024974,4601036.8,0.0,2.0,6.6055555555555685,67.63949836288504,-6.845690060742495e-06,0.0008572355932024975,1.0,0.7860954941837919
t_23,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008445578076474644,46292992.0,0.8445578076474645,4629299.2,0.0,2.0,6.5604166666663986,66.03746710589608,-1.2677785555033024e-05,0.0008445578076474644,1.0,0.7835557719917827
t_24,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008823924349209966,46075904.0,0.8823924349209966,4607590.4,0.0,2.0,6.63101851851799,65.684081165319,3.7834627273532206e-05,0.0008823924349209966,1.0,0.7970443320228863
t_25,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008923947305186079,46321664.0,0.8923947305186078,4632166.4,0.0,2.0,6.681250000000432,66.42746105120698,1.0002295597611225e-05,0.0008923947305186079,1.0,0.80347030471606
t_26,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008893140011777691,46665728.0,0.8893140011777692,4666572.8,0.0,2.0,6.990740740740733,67.51485622799615,-3.0807293408387313e-06,0.0008893140011777691,1.0,0.8054512165362167
t_27,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0009106766863353485,47083520.0,0.9106766863353485,4708352.0,0.0,4.0,7.439351851850944,65.14498144236538,2.1362685157579357e-05,0.0009106766863353485,1.0,0.8181652860110127
t_28,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008896646372336062,46534656.0,0.8896646372336062,4653465.600000001,0.0,4.0,7.489120370370003,65.38439529448453,-2.1012049101742252e-05,0.0008896646372336062,1.0,0.8043586321636195
t_29,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008984605018383172,46788608.0,0.8984605018383173,4678860.8,0.0,4.0,7.373379629629596,65.64472443668026,8.795864604710987e-06,0.0008984605018383172,1.0,0.8103664747310346
t_30,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0007499206765003202,47149056.0,0.7499206765003202,4714905.600000001,0.0,4.0,7.433101851851518,67.16636801364967,-0.000148539825337997,0.0007499206765003202,1.0,0.75276978743795
t_31,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.00018087451603618959,49389568.0,0.1808745160361896,4938956.8,0.0,,,,-0.0005690461604641306,0.00018087451603618959,1.0,0.5402310029577526
t_32,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0007535715332447038,49999872.0,0.7535715332447038,4999987.2,0.0,,,,0.0005726970172085142,0.0007535715332447038,1.0,0.7811644289334554
t_33,currencyservice_checkout_replicas_4_users_5,currencyservice,checkout,4,5,0.0008234641405791348,47497216.0,0.8234641405791348,4749721.600000001,0.0,,,,6.989260733443101e-05,0.0008234641405791348,1.0,0.7862547472869961
